Title:  Solar Radiation of All station during year 1961 to 2017

SL.	Station	Year	Month	Decade	Solar Radiation
42229	Khepupara (12110)	2011	September	1	145.36
42230	Khepupara (12110)	2011	September	2	124.70
42231	Khepupara (12110)	2011	September	3	116.12
42232	Khepupara (12110)	2011	October	1	176.96
42233	Khepupara (12110)	2011	October	2	163.61
42234	Khepupara (12110)	2011	October	3	192.30
42235	Khepupara (12110)	2011	November	1	168.65
42236	Khepupara (12110)	2011	November	2	154.90
42237	Khepupara (12110)	2011	November	3	160.02
42238	Khepupara (12110)	2011	December	1	149.75
42239	Khepupara (12110)	2011	December	2	138.69
42240	Khepupara (12110)	2011	December	3	123.51
42241	Khepupara (12110)	2012	January	1	105.01
42242	Khepupara (12110)	2012	January	2	148.35
42243	Khepupara (12110)	2012	January	3	185.71
42244	Khepupara (12110)	2012	February	1	175.44
42245	Khepupara (12110)	2012	February	2	188.91
42246	Khepupara (12110)	2012	February	3	176.74
42247	Khepupara (12110)	2012	March	1	188.33
42248	Khepupara (12110)	2012	March	2	202.04
42249	Khepupara (12110)	2012	March	3	247.30
42250	Khepupara (12110)	2012	April	1	198.89
42251	Khepupara (12110)	2012	April	2	237.07
42252	Khepupara (12110)	2012	April	3	243.63
42253	Khepupara (12110)	2012	May	1	233.18
42254	Khepupara (12110)	2012	May	2	228.41
42255	Khepupara (12110)	2012	May	3	211.53
42256	Khepupara (12110)	2012	June	1	178.80
42257	Khepupara (12110)	2012	June	2	188.44
42258	Khepupara (12110)	2012	June	3	144.65
42259	Khepupara (12110)	2012	July	1	183.36
42260	Khepupara (12110)	2012	July	2	134.68
42261	Khepupara (12110)	2012	July	3	170.65
42262	Khepupara (12110)	2012	August	1	169.26
42263	Khepupara (12110)	2012	August	2	167.22
42264	Khepupara (12110)	2012	August	3	215.33
42265	Khepupara (12110)	2012	September	1	140.92
42266	Khepupara (12110)	2012	September	2	161.14
42267	Khepupara (12110)	2012	September	3	180.74
42268	Khepupara (12110)	2012	October	1	152.04
42269	Khepupara (12110)	2012	October	2	172.05
42270	Khepupara (12110)	2012	October	3	214.00
42271	Khepupara (12110)	2012	November	1	121.13
42272	Khepupara (12110)	2012	November	2	141.36
42273	Khepupara (12110)	2012	November	3	151.80
42274	Khepupara (12110)	2012	December	1	153.55
42275	Khepupara (12110)	2012	December	2	137.33
42276	Khepupara (12110)	2012	December	3	149.40
42277	Khepupara (12110)	2013	January	1	134.14
42278	Khepupara (12110)	2013	January	2	151.31
42279	Khepupara (12110)	2013	January	3	186.88
42280	Khepupara (12110)	2013	February	1	162.53
42281	Khepupara (12110)	2013	February	2	163.19
42282	Khepupara (12110)	2013	February	3	171.08
42283	Khepupara (12110)	2013	March	1	213.96
42284	Khepupara (12110)	2013	March	2	203.77
42285	Khepupara (12110)	2013	March	3	244.95
42286	Khepupara (12110)	2013	April	1	208.03
42287	Khepupara (12110)	2013	April	2	243.40
42288	Khepupara (12110)	2013	April	3	247.11
42289	Khepupara (12110)	2013	May	1	194.45
42290	Khepupara (12110)	2013	May	2	165.73
42291	Khepupara (12110)	2013	May	3	125.04
42292	Khepupara (12110)	2013	June	1	192.51
42293	Khepupara (12110)	2013	June	2	213.65
42294	Khepupara (12110)	2013	June	3	153.15
42295	Khepupara (12110)	2013	July	1	212.52
42296	Khepupara (12110)	2013	July	2	204.82
42297	Khepupara (12110)	2013	July	3	180.06
42298	Khepupara (12110)	2013	August	1	192.59
42299	Khepupara (12110)	2013	August	2	128.44
42300	Khepupara (12110)	2013	August	3	196.18
42301	Khepupara (12110)	2013	September	1	129.81
42302	Khepupara (12110)	2013	September	2	181.89
42303	Khepupara (12110)	2013	September	3	171.61
42304	Khepupara (12110)	2013	October	1	124.87
42305	Khepupara (12110)	2013	October	2	179.56
42306	Khepupara (12110)	2013	October	3	134.97
42307	Khepupara (12110)	2013	November	1	180.64
42308	Khepupara (12110)	2013	November	2	165.10
42309	Khepupara (12110)	2013	November	3	138.41
42310	Khepupara (12110)	2013	December	1	147.99
42311	Khepupara (12110)	2013	December	2	150.89
42312	Khepupara (12110)	2013	December	3	156.64
42313	Khepupara (12110)	2014	January	1	150.55
42314	Khepupara (12110)	2014	January	2	141.51
42315	Khepupara (12110)	2014	January	3	179.44
42316	Khepupara (12110)	2014	February	1	169.62
42317	Khepupara (12110)	2014	February	2	165.05
42318	Khepupara (12110)	2014	February	3	158.96
42319	Khepupara (12110)	2014	March	1	202.30
42320	Khepupara (12110)	2014	March	2	213.47
42321	Khepupara (12110)	2014	March	3	246.00
42322	Khepupara (12110)	2014	April	1	216.91
42323	Khepupara (12110)	2014	April	2	249.53
42324	Khepupara (12110)	2014	April	3	249.51
42325	Khepupara (12110)	2014	May	1	221.45
42326	Khepupara (12110)	2014	May	2	246.37
42327	Khepupara (12110)	2014	May	3	237.35
42328	Khepupara (12110)	2014	June	1	229.57
42329	Khepupara (12110)	2014	June	2	182.21
42330	Khepupara (12110)	2014	June	3	124.22
42331	Khepupara (12110)	2014	July	1	177.19
42332	Khepupara (12110)	2014	July	2	174.58
42333	Khepupara (12110)	2014	July	3	203.40
42334	Khepupara (12110)	2014	August	1	158.54
42335	Khepupara (12110)	2014	August	2	137.65
42336	Khepupara (12110)	2014	August	3	191.89
42337	Khepupara (12110)	2014	September	1	178.67
42338	Khepupara (12110)	2014	September	2	186.50
42339	Khepupara (12110)	2014	September	3	171.95
42340	Khepupara (12110)	2014	October	1	202.99
42341	Khepupara (12110)	2014	October	2	160.99
42342	Khepupara (12110)	2014	October	3	180.26
42343	Khepupara (12110)	2014	November	1	157.22
42344	Khepupara (12110)	2014	November	2	165.62
42345	Khepupara (12110)	2014	November	3	153.56
42346	Khepupara (12110)	2014	December	1	139.51
42347	Khepupara (12110)	2014	December	2	143.27
42348	Khepupara (12110)	2014	December	3	144.95
42349	Khepupara (12110)	2015	January	1	129.44
42350	Khepupara (12110)	2015	January	2	142.83
42351	Khepupara (12110)	2015	January	3	182.25
42352	Khepupara (12110)	2015	February	1	171.96
42353	Khepupara (12110)	2015	February	2	175.90
42354	Khepupara (12110)	2015	February	3	156.50
42355	Khepupara (12110)	2015	March	1	212.69
42356	Khepupara (12110)	2015	March	2	218.10
42357	Khepupara (12110)	2015	March	3	230.44
42358	Khepupara (12110)	2015	April	1	217.40
42359	Khepupara (12110)	2015	April	2	212.39
42360	Khepupara (12110)	2015	April	3	186.47
42361	Khepupara (12110)	2015	May	1	215.04
42362	Khepupara (12110)	2015	May	2	234.69
42363	Khepupara (12110)	2015	May	3	242.62
42364	Khepupara (12110)	2015	June	1	206.41
42365	Khepupara (12110)	2015	June	2	132.84
42366	Khepupara (12110)	2015	June	3	121.34
42367	Khepupara (12110)	2015	July	1	137.41
42368	Khepupara (12110)	2015	July	2	156.98
42369	Khepupara (12110)	2015	July	3	131.59
42370	Khepupara (12110)	2015	August	1	175.97
42371	Khepupara (12110)	2015	August	2	139.73
42372	Khepupara (12110)	2015	August	3	158.39
42373	Khepupara (12110)	2015	September	1	139.50
42374	Khepupara (12110)	2015	September	2	159.00
42375	Khepupara (12110)	2015	September	3	149.56
42376	Khepupara (12110)	2015	October	1	132.36
42377	Khepupara (12110)	2015	October	2	170.08
42378	Khepupara (12110)	2015	October	3	176.45
42379	Khepupara (12110)	2015	November	1	150.35
42380	Khepupara (12110)	2015	November	2	141.21
42381	Khepupara (12110)	2015	November	3	157.39
42382	Khepupara (12110)	2015	December	1	103.23
42383	Khepupara (12110)	2015	December	2	109.01
42384	Khepupara (12110)	2015	December	3	134.75
42385	Khepupara (12110)	2016	January	1	135.27
42386	Khepupara (12110)	2016	January	2	135.81
42387	Khepupara (12110)	2016	January	3	148.79
42388	Khepupara (12110)	2016	February	1	150.07
42389	Khepupara (12110)	2016	February	2	159.51
42390	Khepupara (12110)	2016	February	3	139.24
42391	Khepupara (12110)	2016	March	1	197.20
42392	Khepupara (12110)	2016	March	2	194.65
42393	Khepupara (12110)	2016	March	3	219.51
42394	Khepupara (12110)	2016	April	1	173.98
42395	Khepupara (12110)	2016	April	2	229.33
42396	Khepupara (12110)	2016	April	3	202.37
42397	Khepupara (12110)	2016	May	1	227.89
42398	Khepupara (12110)	2016	May	2	199.45
42399	Khepupara (12110)	2016	May	3	210.54
42400	Khepupara (12110)	2016	June	1	181.68
42401	Khepupara (12110)	2016	June	2	162.23
42402	Khepupara (12110)	2016	June	3	232.52
42403	Khepupara (12110)	2016	July	1	134.65
42404	Khepupara (12110)	2016	July	2	123.97
42405	Khepupara (12110)	2016	July	3	179.11
42406	Khepupara (12110)	2016	August	1	136.40
42407	Khepupara (12110)	2016	August	2	158.64
42408	Khepupara (12110)	2016	August	3	184.28
42409	Khepupara (12110)	2016	September	1	170.95
42410	Khepupara (12110)	2016	September	2	162.80
42411	Khepupara (12110)	2016	September	3	171.98
42412	Khepupara (12110)	2016	October	1	142.12
42413	Khepupara (12110)	2016	October	2	172.29
42414	Khepupara (12110)	2016	October	3	164.23
42415	Khepupara (12110)	2016	November	1	137.19
42416	Khepupara (12110)	2016	November	2	163.77
42417	Khepupara (12110)	2016	November	3	146.71
42418	Khepupara (12110)	2016	December	1	146.21
42419	Khepupara (12110)	2016	December	2	145.05
42420	Khepupara (12110)	2016	December	3	142.05
42421	Khepupara (12110)	2017	January	1	152.91
42422	Khepupara (12110)	2017	January	2	162.53
42423	Khepupara (12110)	2017	January	3	183.16
42424	Khepupara (12110)	2017	February	1	175.94
42425	Khepupara (12110)	2017	February	2	169.42
42426	Khepupara (12110)	2017	February	3	150.58
42427	Khepupara (12110)	2017	March	1	167.90
42428	Khepupara (12110)	2017	March	2	186.45
42429	Khepupara (12110)	2017	March	3	232.78
42430	Khepupara (12110)	2017	April	1	171.70
42431	Khepupara (12110)	2017	April	2	220.53
42432	Khepupara (12110)	2017	April	3	179.24
42433	Khepupara (12110)	2017	May	1	243.15
42434	Khepupara (12110)	2017	May	2	229.71
42435	Khepupara (12110)	2017	May	3	233.51
42436	Khepupara (12110)	2017	June	1	196.16
42437	Khepupara (12110)	2017	June	2	133.81
42438	Khepupara (12110)	2017	June	3	183.33
42439	Khepupara (12110)	2017	July	1	137.07
42440	Khepupara (12110)	2017	July	2	166.60
42441	Khepupara (12110)	2017	July	3	137.98
42442	Khepupara (12110)	2017	August	1	143.56
42443	Khepupara (12110)	2017	August	2	155.34
42444	Khepupara (12110)	2017	August	3	194.60
42445	Khepupara (12110)	2017	September	1	126.31
42446	Khepupara (12110)	2017	September	2	138.12
42447	Khepupara (12110)	2017	September	3	138.80
42448	Khepupara (12110)	2017	October	1	139.65
42449	Khepupara (12110)	2017	October	2	164.42
42450	Khepupara (12110)	2017	October	3	170.15
42451	Khepupara (12110)	2017	November	1	175.29
42452	Khepupara (12110)	2017	November	2	133.23
42453	Khepupara (12110)	2017	November	3	158.21
42454	Khepupara (12110)	2017	December	1	123.17
42455	Khepupara (12110)	2017	December	2	134.42
42456	Khepupara (12110)	2017	December	3	160.98
42457	Syedpur (41858)	2003	January	1	104.63
42458	Syedpur (41858)	2003	January	2	124.48
42459	Syedpur (41858)	2003	January	3	131.05
42460	Syedpur (41858)	2003	February	1	137.40
42461	Syedpur (41858)	2003	February	2	176.33
42462	Syedpur (41858)	2003	February	3	167.21
42463	Syedpur (41858)	2003	March	1	217.61
42464	Syedpur (41858)	2003	March	2	165.77
42465	Syedpur (41858)	2003	March	3	245.20
42466	Syedpur (41858)	2003	April	1	223.65
42467	Syedpur (41858)	2003	April	2	187.35
42468	Syedpur (41858)	2003	April	3	179.62
42469	Syedpur (41858)	2003	May	1	220.12
42470	Syedpur (41858)	2003	May	2	264.67
42471	Syedpur (41858)	2003	May	3	226.31
42472	Syedpur (41858)	2003	June	1	173.22
42473	Syedpur (41858)	2003	June	2	195.00
42474	Syedpur (41858)	2003	June	3	136.45
42475	Syedpur (41858)	2003	July	1	184.42
42476	Syedpur (41858)	2003	July	2	202.76
42477	Syedpur (41858)	2003	July	3	229.34
42478	Syedpur (41858)	2003	August	1	221.28
42479	Syedpur (41858)	2003	August	2	182.33
42480	Syedpur (41858)	2003	August	3	213.32
42481	Syedpur (41858)	2003	September	1	204.26
42482	Syedpur (41858)	2003	September	2	158.88
42483	Syedpur (41858)	2003	September	3	167.10
42484	Syedpur (41858)	2003	October	1	114.38
42485	Syedpur (41858)	2003	October	2	177.12
42486	Syedpur (41858)	2003	October	3	146.18
42487	Syedpur (41858)	2003	November	1	139.33
42488	Syedpur (41858)	2003	November	2	143.15
42489	Syedpur (41858)	2003	November	3	142.37
42490	Syedpur (41858)	2003	December	1	128.68
42491	Syedpur (41858)	2003	December	2	129.12
42492	Syedpur (41858)	2003	December	3	142.24
42493	Syedpur (41858)	2004	January	1	88.70
42494	Syedpur (41858)	2004	January	2	125.91
42495	Syedpur (41858)	2004	January	3	147.79
42496	Syedpur (41858)	2004	February	1	162.25
42497	Syedpur (41858)	2004	February	2	167.97
42498	Syedpur (41858)	2004	February	3	159.73
42499	Syedpur (41858)	2004	March	1	183.80
42500	Syedpur (41858)	2004	March	2	174.06
42501	Syedpur (41858)	2004	March	3	215.58
42502	Syedpur (41858)	2004	April	1	149.23
42503	Syedpur (41858)	2004	April	2	135.62
42504	Syedpur (41858)	2004	April	3	226.98
42505	Syedpur (41858)	2004	May	1	255.57
42506	Syedpur (41858)	2004	May	2	173.41
42507	Syedpur (41858)	2004	May	3	209.45
42508	Syedpur (41858)	2004	June	1	189.99
42509	Syedpur (41858)	2004	June	2	158.56
42510	Syedpur (41858)	2004	June	3	155.84
42511	Syedpur (41858)	2004	July	1	144.23
42512	Syedpur (41858)	2004	July	2	138.08
42513	Syedpur (41858)	2004	July	3	223.69
42514	Syedpur (41858)	2004	August	1	215.92
42515	Syedpur (41858)	2004	August	2	212.25
42516	Syedpur (41858)	2004	August	3	167.87
42517	Syedpur (41858)	2004	September	1	144.12
42518	Syedpur (41858)	2004	September	2	143.70
42519	Syedpur (41858)	2004	September	3	138.25
42520	Syedpur (41858)	2004	October	1	128.26
42521	Syedpur (41858)	2004	October	2	178.04
42522	Syedpur (41858)	2004	October	3	208.63
42523	Syedpur (41858)	2004	November	1	179.17
42524	Syedpur (41858)	2004	November	2	146.77
42525	Syedpur (41858)	2004	November	3	158.92
42526	Syedpur (41858)	2004	December	1	153.20
42527	Syedpur (41858)	2004	December	2	135.89
42528	Syedpur (41858)	2004	December	3	128.20
42529	Syedpur (41858)	2005	January	1	133.09
42530	Syedpur (41858)	2005	January	2	132.27
42531	Syedpur (41858)	2005	January	3	138.87
42532	Syedpur (41858)	2005	February	1	149.87
42533	Syedpur (41858)	2005	February	2	187.47
42534	Syedpur (41858)	2005	February	3	158.50
42535	Syedpur (41858)	2005	March	1	201.26
42536	Syedpur (41858)	2005	March	2	188.81
42537	Syedpur (41858)	2005	March	3	186.29
42538	Syedpur (41858)	2005	April	1	208.74
42539	Syedpur (41858)	2005	April	2	222.67
42540	Syedpur (41858)	2005	April	3	196.54
42541	Syedpur (41858)	2005	May	1	209.45
42542	Syedpur (41858)	2005	May	2	178.60
42543	Syedpur (41858)	2005	May	3	210.25
42544	Syedpur (41858)	2005	June	1	246.11
42545	Syedpur (41858)	2005	June	2	157.91
42546	Syedpur (41858)	2005	June	3	164.78
42547	Syedpur (41858)	2005	July	1	183.30
42548	Syedpur (41858)	2005	July	2	117.01
42549	Syedpur (41858)	2005	July	3	257.91
42550	Syedpur (41858)	2005	August	1	158.78
42551	Syedpur (41858)	2005	August	2	168.43
42552	Syedpur (41858)	2005	August	3	150.19
42553	Syedpur (41858)	2005	September	1	184.07
42554	Syedpur (41858)	2005	September	2	197.98
42555	Syedpur (41858)	2005	September	3	165.13
42556	Syedpur (41858)	2005	October	1	142.42
42557	Syedpur (41858)	2005	October	2	129.29
42558	Syedpur (41858)	2005	October	3	169.26
42559	Syedpur (41858)	2005	November	1	176.87
42560	Syedpur (41858)	2005	November	2	148.36
42561	Syedpur (41858)	2005	November	3	126.24
42562	Syedpur (41858)	2005	December	1	136.43
42563	Syedpur (41858)	2005	December	2	141.98
42564	Syedpur (41858)	2005	December	3	142.51
42565	Syedpur (41858)	2006	January	1	105.73
42566	Syedpur (41858)	2006	January	2	79.48
42567	Syedpur (41858)	2006	January	3	152.43
42568	Syedpur (41858)	2006	February	1	148.35
42569	Syedpur (41858)	2006	February	2	115.61
42570	Syedpur (41858)	2006	February	3	99.50
42571	Syedpur (41858)	2006	March	1	189.92
42572	Syedpur (41858)	2006	March	2	197.88
42573	Syedpur (41858)	2006	March	3	256.28
42574	Syedpur (41858)	2006	April	1	126.54
42575	Syedpur (41858)	2006	April	2	188.78
42576	Syedpur (41858)	2006	April	3	235.97
42577	Syedpur (41858)	2006	May	1	215.14
42578	Syedpur (41858)	2006	May	2	174.67
42579	Syedpur (41858)	2006	May	3	210.08
42580	Syedpur (41858)	2006	June	1	157.45
42581	Syedpur (41858)	2006	June	2	169.69
42582	Syedpur (41858)	2006	June	3	173.52
42583	Syedpur (41858)	2006	July	1	203.04
42584	Syedpur (41858)	2006	July	2	201.00
42585	Syedpur (41858)	2006	July	3	224.55
42586	Syedpur (41858)	2006	August	1	205.03
42587	Syedpur (41858)	2006	August	2	234.91
42588	Syedpur (41858)	2006	August	3	191.81
42589	Syedpur (41858)	2006	September	1	188.81
42590	Syedpur (41858)	2006	September	2	183.24
42591	Syedpur (41858)	2006	September	3	127.33
42592	Syedpur (41858)	2006	October	1	176.59
42593	Syedpur (41858)	2006	October	2	165.67
42594	Syedpur (41858)	2006	October	3	202.38
42595	Syedpur (41858)	2006	November	1	111.48
42596	Syedpur (41858)	2006	November	2	137.40
42597	Syedpur (41858)	2006	November	3	113.62
42598	Syedpur (41858)	2006	December	1	112.87
42599	Syedpur (41858)	2006	December	2	123.38
42600	Syedpur (41858)	2006	December	3	123.46
42601	Syedpur (41858)	2007	January	1	88.19
42602	Syedpur (41858)	2007	January	2	120.26
42603	Syedpur (41858)	2007	January	3	123.73
42604	Syedpur (41858)	2007	February	1	92.76
42605	Syedpur (41858)	2007	February	2	134.24
42606	Syedpur (41858)	2007	February	3	136.81
42607	Syedpur (41858)	2007	March	1	186.56
42608	Syedpur (41858)	2007	March	2	201.31
42609	Syedpur (41858)	2007	March	3	234.07
42610	Syedpur (41858)	2007	April	1	201.50
42611	Syedpur (41858)	2007	April	2	201.47
42612	Syedpur (41858)	2007	April	3	197.73
42613	Syedpur (41858)	2007	May	1	236.12
42614	Syedpur (41858)	2007	May	2	243.25
42615	Syedpur (41858)	2007	May	3	260.51
42616	Syedpur (41858)	2007	June	1	167.64
42617	Syedpur (41858)	2007	June	2	145.63
42618	Syedpur (41858)	2007	June	3	210.45
42619	Syedpur (41858)	2007	July	1	229.65
42620	Syedpur (41858)	2007	July	2	136.27
42621	Syedpur (41858)	2007	July	3	126.75
42622	Syedpur (41858)	2007	August	1	211.12
42623	Syedpur (41858)	2007	August	2	157.76
42624	Syedpur (41858)	2007	August	3	186.49
42625	Syedpur (41858)	2007	September	1	110.07
42626	Syedpur (41858)	2007	September	2	167.88
42627	Syedpur (41858)	2007	September	3	131.64
42628	Syedpur (41858)	2007	October	1	161.80
42629	Syedpur (41858)	2007	October	2	155.75
42630	Syedpur (41858)	2007	October	3	193.97
42631	Syedpur (41858)	2007	November	1	170.74
42632	Syedpur (41858)	2007	November	2	151.01
42633	Syedpur (41858)	2007	November	3	149.47
42634	Syedpur (41858)	2007	December	1	123.82
42635	Syedpur (41858)	2007	December	2	127.27
42636	Syedpur (41858)	2007	December	3	88.39
42637	Syedpur (41858)	2008	January	1	128.78
42638	Syedpur (41858)	2008	January	2	130.44
42639	Syedpur (41858)	2008	January	3	101.09
42640	Syedpur (41858)	2008	February	1	129.50
42641	Syedpur (41858)	2008	February	2	155.07
42642	Syedpur (41858)	2008	February	3	165.94
42643	Syedpur (41858)	2008	March	1	179.00
42644	Syedpur (41858)	2008	March	2	183.09
42645	Syedpur (41858)	2008	March	3	215.01
42646	Syedpur (41858)	2008	April	1	219.54
42647	Syedpur (41858)	2008	April	2	204.53
42648	Syedpur (41858)	2008	April	3	220.48
42649	Syedpur (41858)	2008	May	1	217.71
42650	Syedpur (41858)	2008	May	2	229.31
42651	Syedpur (41858)	2008	May	3	228.83
42652	Syedpur (41858)	2008	June	1	183.78
